167,JACOBINIA CARNEA  
168,JACQUINIA RUSCIFOLIA  
169,JASMINUM HUMILE  
170,JASMINUM PUBESCENS  
171,JASMINUM PUBESCENS RUBESCENS  
172,JASMINUM SAMBAC JAPANESE RAI  
173,JASMINUM SAMBAC MOTIA  
174,JASMINUM AURICULATUM  
175,JASMINUM ANGUSTIFOLIUM  
176,JASMINUM MULTIFLORUM  
177,JATROPHA PANDURAEFOLIA  
178,JATROPHA PANDURAEFOLIA ROSEA  
179,JATROPHA INTEGERRIMA  
180,JATROPHA CURCAS  
181,JATROPHA MULTIFIDA  
182,JUSTICIA AUREA  
183,JUSTICIA OVATA  
184,CYMBOPOGON CITRATUS  
185,LAGERSTROEMIA INDICA ALIPORENSIS  
186,LAGERSTROEMIA INDICA CANDIDA  
187,LAGERSTROEMIA INDICA ROSEA  
188,LANTANA CAMARA DEPRESSA  
189,LANTANA CAMARA NIVEA  
190,LANTANA SELLOWIANA  
191,LAWSONIA INERMIS ALBA  
192,LIGUSTRUM ROBUSTUM  
193,MAGNOLIA MUTABILIS  
194,MALPIGHIA COCCIGERA  
195,MALPIGHIA GLABRA  
196,MALVAVISCUS ARBOREUS  
197,MALVAVISCUS ARBOREUS ALBA  
198,MALVAVISCUS ARBOREUS VARIEGATA  
199,MANIHOT ESCULENTA VARIEGATA  
200,MELASTOMA MALABATHRICUM  
201,MEMECYLON ELLIPTICUM  
202,MUEHLENBECKIA PLATYCLADA  
203,MURRAYA KOENIGII  
204,MURRAYA EXOTICA  
205,MUSSAENDA ERYTHROPHYLLA  
206,MUSSAENDA ERYTHROPHYLLA QUEEN SIRIKIT  
207,MUSSAENDA ERYTHROPHYLLA ROSEA  
208,MUSSAENDA ERYTHROPHYLLA SCARLET  
209,MUSSAENDA FRONDOSA  
210,MUSSAENDA LUTEOLA  
211,NANDINA DOMESTICA  
212,NERIUM OLEANDER ALBUM  
213,NERIUM OLEANDER CARNEA  
214,NERIUM OLEANDER FLOREPLENO  
215,NERIUM OLEANDER ROSEUM  
216,NERIUM OLEANDER VARIEGATUM PLENUM  
217,NERIUM OLEANDER PETIT SALMON  
218,OCHNA KIRKII  
219,ONCOBA SPINOSA  
220,OSMANTHUS FRAGRANS  
221,PACHYSTACHYS LUTEA  
222,PENNISETUM SETACEUM RUBRUM  
223,PENNISETUM ORIENTALE  
224,PENNISETUM RUPPELII  
225,PENTAS LENCEOLATA ALBA  
226,PENTAS LENCEOLATA CARNEA  
227,PENTAS LENCEOLATA COCCINEA  
228,PENTAS KARMESIANA  
229,PETREA ARBOREA  
230,PHYLLANTHUS NIVOSUS  
231,PHYLLANTHUS NIVOSUS COMPACTA  
232,PLUMBAGO AURICULATA  
233,PLUMBAGO AURICULATA ALBA  
234,PLUMBAGO INDICA COCCINEA  
235,PLUMBAGO CAPENSIS  
236,POGONOPUS EXSERTUS  
237, ROSA FLORIBUNDA  
238, ROSA FLORIBUNDA HYBRID  
239,POLYSCIAS BALFOURIANA ALBICANS  
240,POLYSCIAS BALFOURIANA LANCASTERI  
241,POLYSCIAS BALFOURIANA PENNOCKII  
242,POLYSCIAS FILICIFOLIA  
243,POLYSCIAS FRUTICOSA  
244,POLYSCIAS FRUTICOSA COMPACTA  
245,POLYSCIAS GUILFOYLEI  
246,POLYSCIAS PANICULATA ALIPORENSIS  
247,POLYSCIAS PANICULATA SHARMA  
248,PANDANUS ODORIFER  
249,PANDANUS VIETCHII  
250,POOTIA GRANDIFLORA  
251,POSOQUERIA LATIFOLIA  
252,PSEUDERANTHEMUM RETICULATUM  
253,PSEUDERANTHEMUM SPP AS REQ 
254,QUASSIA AMARA  
255,RANDIA MACRANTHA  
256,RAVENIA SPECTABILIS  
257,REINWARDTIA TRIGYNA  
258,RONDELETIA ODORATA  
259,RUSSELIA JUNCEA  
260,RUSSELIA EQUISETIFORMIS  
261,RUSSELIA SARMENTOSA  
262,RUTTYA FRUTICOSA  
263,SANCHEZIA NOBILIS  
264,SERISSA FOETIDA  
265,STACHYTARPHETA INDICA    
266,STACHYTARPHETA MUTABILIS  
267,STEMMADENIA BELLA  
268,SETCREASEA PURPUREA  
269,STREPTOSOLEN JAMESONI  
270,STROBILANTHES DYERIANUS  
271,STROBILANTHES GLOMERATUS  
272,STROPHANTHUS DICHOTOMOUS  
273,TABERNAEMONTANA CORONARIA DWARF  
274,TABERNAEMONTANA CORONARIA  
275,TABERNAEMONTANA CORONARIA FLOREPLENO  
276,TABERNAEMONTANA CORONARIA VARIEGATA  
277,TABERNAEMONTANA CORONARIA WHITE WING  
278,TECOMA GAUDICHAUDI  
279,TECOMA STANS  
280,TECOMARIA CAPENSIS  
281,THEVETIA PERUVIANA  
282,THEVETIA NERIILFOLIA  
283,THRYALLIS GLAUCA  
284,THUNBERGIA ALATA  
285,THUNBERGIA GRANDIFLORA  
286,THUNBERGIA ERECTA  
287,THUNBERGIA HYBRIDA  
288,TURNERA ULMIFOLIA  
289,VINCA ROSEA  
290,VINCA ALBA  
291,VITEX AGNUSCASTUS  
292,WEDELIA TRILOBATA  
293,WOODFORDIA FLORIBUNDA  
294,WORMIA BURBIDGII  
295,CRINUM ASIATICUM  
296,CRINUM ASIATICUM PURPLE  
297,HYMENOCALLIS LITTORALIS  
298,HYMENOCALLIS SPECIOSA  
299,ZEPHYRANTHES CANDIDA  
300,HEMEROCALLIS FULVA  
301,NERINE BOWDENII  
302,NYMPHAEA NOUCHALI  
303,SCADOXUSMULTIFLORUS  
304,VICTORIA AMAZONICA  
305,HEDYCHIUM CORONARIUM  
306,AMARYLLIS BELLADONNA  
307,ORNITHOGALUM UMBELLATUM  
308,NYMPHEA CAERULEA  
309,GOMPHRENAGLOBOSA  
310,MIMOSA PUDICA  
311,COMMIPHORA WIGHTII  
312,WITHANIA SOMNIFERA  
313,LEUCAENA LEUCOCEPHALA  
314,LIMONIA ACIDISSIMA  
315,LIMONIA SPECIES  
316,ANDROGRAPHIS PANICULATA  
317,Adenium obesum  
318,Agave americana  
319,Aloe barbadensis  
320,Furcraea foetida  
321,DENDROCALAMUS STRICTUS  
322,RIBBON GRASS  
323,PHYLLOSTACHYS BAMBUSOIDES  
324,THALIA DEALBATA  
325,POGONATHERUM PANICEUM  
326,BAMBUSA MULTIPLEX  
327,JUSTICIA BRANDEGEEANA  
328,Pedilanthus tithymaloides
329,Aptenia cordifolia
330,Vitis vinifera
331,Petrea volubilis
332,Leucophyllum frutescens
333,Ophiopogon japonicus
334,Pittosporum tobira
335,Liriope muscari
336,Pachystachys lutea
337,Costus barbatus
338,Clerodendrum thomsoniae
339,Justicia brandegeeana
340,Justicia adhatoda
341,Sterculia foetida
342,Sterculia urens
343,Loropetalum lanceum
344,Hylocereus undatus 
345,Ananas comosus
346,Ananas comosus Champaca
347,Thuja occidentalis 
348,Grewia asiatica
349,JACOBAEA MARITIMA  
350, AIPHANES CARYOTAEFOLIA   
351, AIPHANES EROSA   
352, ATTALEA COHUNE   
353, BISMARKIA NOBILIS   
354, BORASSUS FLABELLIFER   
355, BORASSUS SPECIES   
356, CARYOTA MITIS   
357, CARYOTA URENS   
358, CHAMAEDOREA ELEGANS   
359, CYCAS CIRCINALIS   
360, CYRTOSTACHYS RENDA   
361, CYCAS REVOLUTA   
362, DYPSIS DECARYI   
363, DYPSIS DECIPIENS   
364, DYPSIS LUTESCENS   
365, HOWEA BELMOREANA   
366, HYOPHORBE INDICA   
367, HYOPHORBE LAGENICAULIS   
368, LATANIA LONTAROIDES   
369, LICULA GRANDIS   
370, LIVISTONIA CHINENSIS   
371, LIVISTONIA CHINENSIS 
372, LIVISTONIA ROTUNDIFOLIA   
373, PHOENIX DACTYLIFERA   
374, PHOENIX DACTYLIFERAVARBARAI  
375, PHOENIX ROEBELENII   
376, PTYCHOSPERMA ELEGANS   
377, PRITCHARDIA PACIFICA   
378, RAPHIS EXCELSA   
379, RAPHIS HUMILIS   
380, RAVENALA MADACASCARIENSIS   
381, RAVENEA RIVULARIS   
382, ROYSTONEA REGIA   
383, THRINAX PARVIFLORA   
384, TRACHYCARPUS FORTUNEI   
385, TRACHYCARPUS FORTUNEI 'WAGNERIANUS'   
386, VEITCHIA MERRILLII   
387, WASHINGTONIA FILIFERA   
388, WASHINGTONIA ROBUSTA   
389, WODYETIA BIFURCATA   
390, ZAMIA FURFURACEA   
391,AECHMEA CHANTINII
392,AECHMEA FASCIATA
393,AECHMEA NUDICAULIS
394,AGLAONEMA COMM
395,AGLAONEMA COM ELEGANS
396,AGLAONEMA COM MACULATUM
397,AGLAONEMA COSTATUM 
398,AGLAONEMA CRISPUM 
399,AGLAONEMA KATYAL
400,AGLAONEMA CRISPUM MLG
401,AGLAONEMA EAR FAVOURITE
402,AGLAONEMA EAR HYBRID
403,AGLAONEMA MA BEAUTY
404,AGLAONEMA MARANTIFOLIUM
405,AGLAONEMA NITIDUM
406,AGLAONEMA NITIDUM CURTISII
407,AGLAONEMA OX TONGUE
408,AGLAONEMA P JUNGLE
409,AGLAONEMA PSEUDOBRACTEATUM
410,AGLAONEMA SILVER QUEEN
411,AGLAONEMA SILVER KING
412,ALOCASIA AMAZONICA
413,ALOCASIA CUPREA HYBRID
414,ALOCASIA KORTHALSII
415,ALOCASIA LOWII
416,ALOCASIA LOWII GRANDIS
417,ALOCASIA LOWII HYBRID
418,ALOCASIA MACRO VARIEGATA
419,ALOCASIA SANDERANA
420,ALOCASIA WATSONIANA
421,ALPINIA SANDERAE
422,ALPINIA ZURUMBET
423,ALPINIA ZUR VARIEGATA
424,ALPINIA PURPURATA
425,ALPINIA CALCARATA
426,ANTHURIUM AN HYBRIDS
427,ANTHURIUM CLARINERVIUM
428,ANTHURIUM CRYSTALLINUM
429,ANTHURIUM MAGNIFICUM
430,ANTHURIUM SCHERZERIANUM
431,ANTHURIUM VEITCHII
432,ANTHURIUM WAROQUEANUM
433,APHELANDRA SQU LOUISAE
434,ARDISIA CRISPA
435,ASPARAGUS DEN MYERS
436,ASPARAGUS DEN MYRIOCLADUS
437,ASPARAGUS DEN SPRENGERI
438,ASPARAGUS PLUMOSUS
439,ASPARAGUS PLU NANA
440,ASPARAGUS SE PYRAMIDALIS
441,ASPARAGUS MERRI
442,ASPARAGUS RACEMOSA
443,ASPIDISTRA ELATIOR
444,ASPIDISTRA EL VARIEGATA
445,BEGONIA REX SEMPINKPEARL
446,BEGONIA REX SEMREDPEARL
447,BEGONIA REX SEMWHITECOMET
448,BILLBERGIA FANTASIA
449,BILLBERGIA SEIDELII
450,BILLBERGIA ZEBRINA
451,CALADIUM HOR ATTALA
452,CALADIUM HOR BOWL
453,CALADIUM HOR CANDIDUM
454,CALADIUM HOR CHARM
455,CALADIUM HALDERMAN
456,CALADIUM WHITE WING
457,CALADIUM HUMBOLDTII
458,CALATHEA BELLA
459,CALATHEA CLOSSONII
460,CALATHEA LIETZEI
461,CALATHEA LOUISAE
462,CALATHEA MAKOYANA
463,CALATHEA MEDIO PICTA
464,CALATHEA LINEATA
465,CALATHEA SANDERIANA
466,CALATHEA PIC ARGENTEA
467,CALATHEA UNDULATA
468,CALATHEA ZEBRINA
469,CALLISIA REPENS
470,CHLOROPHYTUM COMOSUM
471,CHLOROPHYTUM LAXUM
472,CHLOROPHYTUM SPECIESAS REQ 
473,CHRYSOTHEMIS PULCHELLA
474,CORDYLINE TALIPORE BEAUTY
475,CORDYLINE T BABY TI
476,CORDYLINE T CARNIVAL
477,CORDYLINE T FIREBRAND
478,CORDYLINE TG PARTY
479,CORDYLINE T RAINBOW
480,CORDYLINE T TRICOLOR
481,COSTUS SPECIOSUS
482,COSTUS S VARIEGATA
483,CRYPTANTHUS B PINK STARLITE
484,CRYPTANTHUS GOLDEN GREEN
485,CRYPTANTHUS SPECIESAS REQ 
486,CTENANTHE LUBBERSIANA
487,CTENANTHE PILOSA
488,CTENANTHE SENTOSA
489,CYPERUS ALTERNIFOLIS
490,CYPERUS DIFFUSUS
491,DIANELLA TASMANICA
492,DIANELLA T OMAR
493,DIANELLA T VARIEGATA
494,DIEFFENBECHIA AMOENA
495,DIEFFENBECHIA BAUSII
496,DIEFFENBECHIA D VARIEGATA
497,DIEFFENBECHIA EXOTICA
498,DIEFFENBECHIA EX ALBA
499,DIEFFENBECHIA EX CAMILA
500,DIEFFENBECHIA GLOW
501,DIEFFENBECHIA GPEACOCK
502,DIEFFENBECHIA HOFFMANNII
503,DIEFFENBECHIA MDECORA
504,DIEFFENBECHIA MOSAIC
505,DIEFFENBECHIA NAPTUNE
506,DIEFFENBECHIA SATURN
507,DIEFFENBECHIA VENUS
508,DIEFFENBECHIA W DELIG
509,DRACAENA DER BAUSEI
510,DRACAENA DERCOMPACTA
511,DRACAENA DER RO GOLD
512,DRACAENA FRAGRANS
513,DRACAENA F MASSANGEANA
514,DRACAENA F VICTORIAE
515,DRACAENA GODSEFFIANA
516,DRACAENA GF BEAUTY
517,DRACAENA G FRIEDMAN
518,DRACAENA M TRICOLOR
519,DRACAENA SANDERIANA
520,DRACAENA SAND LUTEA
521,EPIPERNUM PINNATUM
522,EPISCIA CUPREATA FROSTY
523,EPISCIA LILACINA
524,FICUS ALII
525,FICUS BENJVARIGATED
526,FICUS CYATHISTIPULA
527,FICUS DIVERSIFOLIA
528,FICUS EUGENIA
529,FICUS ELASTICA DECORA
530,FICUS ELASTICA DOESCHERI
531,FICUS ELASTICA ROBUSTA
532,FICUS ELASTICA RUBRA
533,FICUS EL RUBRA DECORA
534,FICUS EL SCHRYVERIANA
535,FICUS ELASTICA VARIEGATA
536,FICUS ELASTICA ZULUSHIELD
537, FICUS JACQUINIFOLIA
538,FICUS PUMILA VARIEGATA
539,FICUS LONGISLAND
540,FICUS NERIFOLIA
541,FICUS TRIANGULARIS
542,FICUS TRIANG VARIEGATA
543,HEDERA CAN VARIEGATA
544,HEDERA HELIX GLACIER
545,HEDERA HELIX HYBRIDA
546,HELICONIA HUMILIS
547,HELICONIA ILRUBRICAULIS
548,HELICONIA METALICA
549,HELICONIA PSITTACORUM
550,HELICONIA ROSTRATA
551,LIRIOPE MUS VARIEGATA
552,LIRIOPE PLATYPHYLA
553,MEDINILLA CURTISII
554,MONSTERA DELICIOSA
555,MONSTERA D A VARIEGATA
556,MONSTERA D MARMORATA
557,MONSTERA OBLIQUA
558,MONSTERA OB COMPACTA
559,NAUTILOCALYX FORGETII
560,NEOREGELIA CAROLINATE
561,OPHIOPOGON J VARIEGATA
562,OPHIOPOGON JAPONICUS
563,OXALIS HED RUBRA
564,PANDANUS BAPTISII
565,PENDANUS SANDERI
566,PENDANUS VEITCHI
567,PHALARIS AR VARIEGATA
568,PHILODENDRON BIPINNATIFIDUM
569,PHILODENDRON B CARDINAL
570,PHILODENDRON B C SPORT
571,PHILODENDRON BLUE MIST
572,PHILODENDRON BURGUNDY
573,PHILODENDRON CEYLON GOLD
574,PHILODENDRON CHARM
575,PHILODENDRON D VARIEGATUM
576,PHILODENDRON ELEGANS
577,PHILODENDRON EMERALD DUKE
578,PHILIDENDRON EMERALD KING
579,PHILODENDRON EMERALD KING
580,PHILODENDRON ERUBESCENS
581,PHILODENDRON ER GOLD
582,PHILODENDRON G SPORT
583,PHILODENDRON LACERUM
584,PHILODENDRON MELANOCHRYSUM
585,PHILODENDRON PAINTED LADY
586,PHILODENDRON PRINCE ALBERT
587,PHILODENDRON RED DUCHESS
588,PHILODENDRON RED EMERALD
589,PHILODENDRON ROYAL QUEEN
590,PHILODENDRON SELLOUM
591,PHILODENDRON SODIROI
592,PHILODENDRON VENUS PLUTO
593,PHILODENDRON WENDLENDII
594,PHILODENDRON XANADU
595,PILEA CADIEREI
596,PILEA MICROPHYLLA
597,PILEA SPECIESAS REQ 
598,PLEOMELE ANG HONORIAE
599,PLEOMELE REFLEXA
600,PLEOMELE R ANGUSTIFOLIA
601,PLEOMELE R GRACILIS
602,PLEOMELE R VARIEGATA
603,RHOEO SPATHACEA
604,RHOEO SP COMPACTA
605,RHOEO SP VITTATA
606,RHOEO SP TRICOLOR
607,RHOEO SPECIES
608,RUELLIA DEVOSIANA
609,RUELLIA MAKOYANA
610,RUELLIA LORENZIANA
611,RUELLIA ROSEA
612,SANSEVIERIA G VARIEGATA
613,SANSEVIERIA TRIFASCIATA
614,SANSEVIERIA TG HAHNII
615,SANSEVIERIA T G HAHNII
616,SANSEVIERIA T HAHNII
617,SANSEVIERIA T LAURENTII
618,SANSEVIERIA G MOONSHINE
619,SCHEFFLERA ARBORICOLA
620,SCHEFFLERA A VARIEGATA
621,SCINDAPSUS AUREUS
622,SCINDAPSUS AUREUS GOLD
623,SCINDAPSUS A MARBLE QUEEN
624,SCINDAPSUS PICTUS
625,SPATHIPHYLLUM CLEVELANDII 
626,SPATHIPHYLLUM MAUNA LOA
627,SPATHIPHYLLUM WALLISII
628,SPATHIPHYLLUM SPECIESAS REQ 
629,STRELITZIA REGINAE
630,SYNGONIUM P ALBOLINEATUM
631,SYNGONIUM P VARIEGATUM
632,SYNGONIUM WENDLENDI
633,TRADESCANTIA A ALBOVITTATA
634,ZEBRINA PENDULA
635,ZEBRINA PENDULA RUBRA
636,ASPLENIUM NIDUS
637,ASPLENIUM N PLICATUM
638,BLECHNUM GIBBUM
639,NEPHROLEPSIS B FURCANS
640,NEPHROLEPSIS EX CHILDSII
641,NEPHROLEPIS EX MUSCOSA
642,Crassula ovata
643,Pilea microphylla
644,Pilea depressa
645,
646,
647,NEPHROLEPIS EX SMITHII
648, ADENOCALYMMA CO 
649, ALLAMANDA CATH 
650, ALLAMANDA VIOLACEA 
651, AMPHILOPHIUM MUTISII 
652, ANEMOPAEGMA CHAM 
653, ANTIGONON LEPTOPUS 
654, ANTIGONON LEP ALBA 
655, ANTIGONON LEP ALIP 
656, ARISTOLOCHIA ELE 
657, ARISTOLOCHIA ORN 
658, ARISTOLOCHIA RINGENS 
659, ARGYREIA NERVOSA 
660, ARRABIDAEA MAGNIFICA 
661, ARTABOTRYS ODO 
662, BANISTERIA LAEVIFOLIA 
663, BAUHINIA DIPHYLLA 
664, BAUHINIA VAHLII 
665, BEAUMONTIA GR 
666, BIGNONIA GRACILIS 
667, BIGNINIA PURPUREA 
668, BOUGAINVILLEA BU BL 
669, BOUGAINVILLEA BU L M B 
670, BOUGAINVILLEA BUMAH 
671, BOUGAINVILLEA BUMO 
672, BOUGAINVILLEA BUSQV 
673, BOUGAINVILLEA GL FOR 
674, BOUGAINVILLEA GL ISGR 
675, BOUGAINVILLEA PER OD 
676, BOUGAINVILLEA PER PAR 
677, BOUGAINVILLEA PER SUB 
678, BOUGAINVILLEA PER TH 
679, BOUGAINVILLEA SPLN BIR 
680, BOUGAINVILLEA SP REF 
681, BOUGAINVILLEA TGLORY 
682, CAMOENSIA MAXIMA 
683, CAMPSIS GRANDIFLORA 
684, CAMPSIS RADICANS 
685, CAPPARIS HORRIDA 
686, CHONEMORPHA MAC 
687, CISSUS DISCOLOR 
688, CLEMATIS FLAMMULA 
689, CLEMATIS GOURIANA 
690, CLERODENDRUM SPL 
691, CLERODENDRUM THOM 
692, CLERODENDRUM THOM BAL 
693, CLITORIA TERNATEA (SINGLE) 
694, CLITORIA TERNATEA (DOUBLE ) 
695, CLYTOSTOMA PURPUREUM 
696, COBAEA SCANDENS 
697, COMBRETUM COCCINEUM 
698, COMBRETUM COMOSUM 
699, COMBRETUM DECANDRUM 
700, CONGEA TOMENTOSA 
701, CONGEA TOM NIVEA 
702, CRYPTOSTEGIA GR 
703, DERRIS SCANDENS 
704, DERRIS SCANDENS ALBA 
705, DOXANTHA UNCATI 
706, ECHITES CARYO 
707, ECHITES R VENOSA 
708, FARADAYA SPLENDIDA 
709, FICUS PUMILA  
710, FICUS RADICANS 
711, GLORIOSA ROTH 
712, GLORIOSA SUPERBA 
713, GMELINA HYSTRIX 
714, GMELINA ARBOREA 
715, HIPTAGE MADABLOTA 
716, HOLMSKIOLDIA SAN 
717, HOLMSKIOLDIA SANLUT 
718, HOYA BELLA 
719, HOYA CARNOSA 
720, HOYA CARNOSA VAR 
721, IPOMEA BONANOX 
722, IPOMEA HORSFALLIAE 
723, IPOMEA LEARII 
724, IPOMEA ATA 
725, IPOMEA PURPUREA 
726, IPOMEA RUBRO CAERULEA 
727, IPOMEA TUBEROSA 
728, IPOMEA BATATAS MAR 
729, IPOMEA BATATAS SHJ B 
730, IPOMEA BATATAS PURPLE 
731, IPOMEA CARNEA 
732, IPOMEA BATATAS BLACKIE 
733, JACQUEMONTIA VIOLACEA 
734, JASMINUM ANGUSTIFOLIUM 
735, JASMINUM AURICULATUM 
736, JASMINUM FLEXILE 
737, JASMINUM GRANDIFLORUM 
738, JASMINUM NITIDUM 
739, JASMINUM OFFICINALE 
740, JASMINUM SESSILIFLORUM 
741, LATHYRUS ODORATUS 
742, LONICARA JAPONICA 
743, LONICARA  SEMP 
744, ODONTADENIA GRA 
745, PANDOREA JASMINOIDES 
746, PASSIFLORA CAERULEA 
747, PASSIFLORA COCCINEA 
748, PASSIFLORA QUADR 
749, PASSIFLORA VIOLACEA 
750, PASSIFLORA INCARNATA 
751, PODRANEA RICA 
752, PORANA PANICULATA 
753, PSEUDOCALYMMA AL 
754, PYROSTEGIA VENSUTA 
755, QUAMOCLIT COCCINEA 
756, QUAMOCLIT PINNATA 
757, QUISQUALIS DENSI 
758, QUISQUALIS INDICA 
759, QUISQUALIS IND ALBA 
760, QUISQUALIS IND DOUB 
761, QUISQUALIS INDMALA 
762, QUISQUALIS IND DW 
763, SOLANDRA NITIDA 
764, SOLANUM JASM 
765, SOLANUM SEAFOR 
766, SOLANUM WEND 
767, STEPHANOTIS FLOR 
768, STICTOCARDIA TIL 
769, STIGMAPHYLLON PERI 
770, STROPHANTHUS GRAN 
771, STROPHANTHUS GRAT 
772, THUNBERGIA ALATA 
773, THUNBERGIA FRAG 
774, THUNBERGIA GRAN 
775, THUNBERGIA GRAN ALBA 
776, THUNBERGIA LAUR 
777, THUNBERGIA MYSO 
778, SENECIO CONFUSUS 
779, TRACHLEOSPERMUM JAS 
780, TRISTELLATIA AUS 
781, VALLARIS HEYNEI 
782, VERNONIA ELAE 
783, WISTERIA SINENSIS 
784,AIPHANES CARYOTAEFOLIA  
785,AIPHANES EROSA  
786,CHAMAEDOREA ELEGANS  
787,CYCAS CIRCINALIS  
788,CYRTOSTACHYS RENDA  
789,CYCAS REVOLUTA  
790,DYPSIS LUTESCENS  
791,Howea forsteriana  
792,Howea belmoreana  
793,LATANIA LONTAROIDES  
